PUCNUMBER,NOMBRE,CLASE,GRUPO,CUENTA,SUBCUENTA,CLASE_NOMBRE,GRUPO_NOMBRE,CUENTA_NOMBRE,SUBCUENTA_NOMBRE
121055,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",1,12,1210,121055,ACTIVO,INVERSIONES,CUOTAS O PARTES DE INTERES SOCIAL,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER"
121060,ENSEÑANZA,1,12,1210,121060,ACTIVO,INVERSIONES,CUOTAS O PARTES DE INTERES SOCIAL,ENSEÑANZA
121065,SERVICIOS SOCIALES Y DE SALUD,1,12,1210,121065,ACTIVO,INVERSIONES,CUOTAS O PARTES DE INTERES SOCIAL,SERVICIOS SOCIALES Y DE SALUD
121070,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES",1,12,1210,121070,ACTIVO,INVERSIONES,CUOTAS O PARTES DE INTERES SOCIAL,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES"
121099,AJUSTES POR INFLACION,1,12,1210,121099,ACTIVO,INVERSIONES,CUOTAS O PARTES DE INTERES SOCIAL,AJUSTES POR INFLACION
121505,BONOS PUBLICOS MONEDA NACIONAL,1,12,1215,121505,ACTIVO,INVERSIONES,BONOS,BONOS PUBLICOS MONEDA NACIONAL
121510,BONOS PUBLICOS MONEDA EXTRANJERA,1,12,1215,121510,ACTIVO,INVERSIONES,BONOS,BONOS PUBLICOS MONEDA EXTRANJERA
121515,BONOS ORDINARIOS,1,12,1215,121515,ACTIVO,INVERSIONES,BONOS,BONOS ORDINARIOS
121520,BONOS CONVERTIBLES EN ACCIONES,1,12,1215,121520,ACTIVO,INVERSIONES,BONOS,BONOS CONVERTIBLES EN ACCIONES
121595,OTROS,1,12,1215,121595,ACTIVO,INVERSIONES,BONOS,OTROS
122005,CEDULAS DE CAPITALIZACION,1,12,1220,122005,ACTIVO,INVERSIONES,CEDULAS,CEDULAS DE CAPITALIZACION
122010,CEDULAS HIPOTECARIAS,1,12,1220,122010,ACTIVO,INVERSIONES,CEDULAS,CEDULAS HIPOTECARIAS
122015,CEDULAS DE INVERSION,1,12,1220,122015,ACTIVO,INVERSIONES,CEDULAS,CEDULAS DE INVERSION
122095,OTRAS,1,12,1220,122095,ACTIVO,INVERSIONES,CEDULAS,OTRAS
122505,CERTIFICADOS DE DEPOSITO A TERMINO (C.D.T.),1,12,1225,122505,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS DE DEPOSITO A TERMINO (C.D.T.)
122510,CERTIFICADOS DE DEPOSITO DE AHORRO,1,12,1225,122510,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS DE DEPOSITO DE AHORRO
122515,CERTIFICADOS DE AHORRO DE VALOR CONSTANTE (C.A.V.C.),1,12,1225,122515,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS DE AHORRO DE VALOR CONSTANTE (C.A.V.C.)
122520,CERTIFICADOS DE CAMBIO,1,12,1225,122520,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS DE CAMBIO
122525,CERTIFICADOS CAFETEROS VALORIZABLES,1,12,1225,122525,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS CAFETEROS VALORIZABLES
122530,CERTIFICADOS ELECTRICOS VALORIZABLES (C.E.V.),1,12,1225,122530,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS ELECTRICOS VALORIZABLES (C.E.V.)
122535,CERTIFICADOS DE REEMBOLSO TRIBUTARIO (C.E.R.T.),1,12,1225,122535,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS DE REEMBOLSO TRIBUTARIO (C.E.R.T.)
122540,CERTIFICADOS DE DESARROLLO TURISTICO,1,12,1225,122540,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS DE DESARROLLO TURISTICO
122545,CERTIFICADOS DE INVERSION FORESTAL (C.I.F.),1,12,1225,122545,ACTIVO,INVERSIONES,CERTIFICADOS,CERTIFICADOS DE INVERSION FORESTAL (C.I.F.)
122595,OTROS,1,12,1225,122595,ACTIVO,INVERSIONES,CERTIFICADOS,OTROS
123005,EMPRESAS COMERCIALES,1,12,1230,123005,ACTIVO,INVERSIONES,PAPELES COMERCIALES,EMPRESAS COMERCIALES
123010,EMPRESAS INDUSTRIALES,1,12,1230,123010,ACTIVO,INVERSIONES,PAPELES COMERCIALES,EMPRESAS INDUSTRIALES
123015,EMPRESAS DE SERVICIOS,1,12,1230,123015,ACTIVO,INVERSIONES,PAPELES COMERCIALES,EMPRESAS DE SERVICIOS
123505,TITULOS DE DESARROLLO AGROPECUARIO,1,12,1235,123505,ACTIVO,INVERSIONES,TITULOS,TITULOS DE DESARROLLO AGROPECUARIO
123510,TITULOS CANJEABLES POR CERTIFICADOS DE CAMBIO,1,12,1235,123510,ACTIVO,INVERSIONES,TITULOS,TITULOS CANJEABLES POR CERTIFICADOS DE CAMBIO
123515,TITULOS DE TESORERIA (T.E.S.),1,12,1235,123515,ACTIVO,INVERSIONES,TITULOS,TITULOS DE TESORERIA (T.E.S.)
123520,TITULOS DE PARTICIPACION,1,12,1235,123520,ACTIVO,INVERSIONES,TITULOS,TITULOS DE PARTICIPACION
123525,TITULOS DE CREDITO DE FOMENTO,1,12,1235,123525,ACTIVO,INVERSIONES,TITULOS,TITULOS DE CREDITO DE FOMENTO
123530,TITULOS FINANCIEROS AGROINDUSTRIALES (T.F.A.),1,12,1235,123530,ACTIVO,INVERSIONES,TITULOS,TITULOS FINANCIEROS AGROINDUSTRIALES (T.F.A.)
123535,TITULOS DE AHORRO CAFETERO (T.A.C.),1,12,1235,123535,ACTIVO,INVERSIONES,TITULOS,TITULOS DE AHORRO CAFETERO (T.A.C.)
123540,TITULOS DE AHORRO NACIONAL (T.A.N.),1,12,1235,123540,ACTIVO,INVERSIONES,TITULOS,TITULOS DE AHORRO NACIONAL (T.A.N.)
123545,TITULOS ENERGETICOS DE RENTABILIDAD CRECIENTE (T.E.R.),1,12,1235,123545,ACTIVO,INVERSIONES,TITULOS,TITULOS ENERGETICOS DE RENTABILIDAD CRECIENTE (T.E.R.)
123550,TITULOS DE AHORRO EDUCATIVO (T.A.E.),1,12,1235,123550,ACTIVO,INVERSIONES,TITULOS,TITULOS DE AHORRO EDUCATIVO (T.A.E.)
123555,TITULOS FINANCIEROS  INDUSTRIALES Y COMERCIALES,1,12,1235,123555,ACTIVO,INVERSIONES,TITULOS,TITULOS FINANCIEROS  INDUSTRIALES Y COMERCIALES
123560,TESOROS,1,12,1235,123560,ACTIVO,INVERSIONES,TITULOS,TESOROS
123565,TITULOS DE DEVOLUCION DE IMPUESTOS NACIONALES (TIDIS),1,12,1235,123565,ACTIVO,INVERSIONES,TITULOS,TITULOS DE DEVOLUCION DE IMPUESTOS NACIONALES (TIDIS)
123570,TITULOS INMOBILIARIOS,1,12,1235,123570,ACTIVO,INVERSIONES,TITULOS,TITULOS INMOBILIARIOS
123595,OTROS,1,12,1235,123595,ACTIVO,INVERSIONES,TITULOS,OTROS
124005,BANCOS COMERCIALES,1,12,1240,124005,ACTIVO,INVERSIONES,ACEPTACIONES BANCARIAS O FINANCIERAS,BANCOS COMERCIALES
124010,COMPAÑIAS DE FINANCIAMIENTO COMERCIAL,1,12,1240,124010,ACTIVO,INVERSIONES,ACEPTACIONES BANCARIAS O FINANCIERAS,COMPAÑIAS DE FINANCIAMIENTO COMERCIAL
124015,CORPORACIONES FINANCIERAS,1,12,1240,124015,ACTIVO,INVERSIONES,ACEPTACIONES BANCARIAS O FINANCIERAS,CORPORACIONES FINANCIERAS
124095,OTRAS,1,12,1240,124095,ACTIVO,INVERSIONES,ACEPTACIONES BANCARIAS O FINANCIERAS,OTRAS
124505,FIDEICOMISOS DE INVERSION MONEDA NACIONAL,1,12,1245,124505,ACTIVO,INVERSIONES,DERECHOS FIDUCIARIOS,FIDEICOMISOS DE INVERSION MONEDA NACIONAL
124510,FIDEICOMISOS DE INVERSION MONEDA EXTRANJERA,1,12,1245,124510,ACTIVO,INVERSIONES,DERECHOS FIDUCIARIOS,FIDEICOMISOS DE INVERSION MONEDA EXTRANJERA
125005,ACCIONES,1,12,1250,125005,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),ACCIONES
125010,CUOTAS O PARTES DE INTERES SOCIAL,1,12,1250,125010,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),CUOTAS O PARTES DE INTERES SOCIAL
125015,BONOS,1,12,1250,125015,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),BONOS
125020,CEDULAS,1,12,1250,125020,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),CEDULAS
125025,CERTIFICADOS,1,12,1250,125025,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),CERTIFICADOS
125030,PAPELES COMERCIALES,1,12,1250,125030,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),PAPELES COMERCIALES
125035,TITULOS,1,12,1250,125035,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),TITULOS
125040,ACEPTACIONES BANCARIAS O FINANCIERAS,1,12,1250,125040,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),ACEPTACIONES BANCARIAS O FINANCIERAS
125095,OTROS,1,12,1250,125095,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),OTROS
125099,AJUSTES POR INFLACION,1,12,1250,125099,ACTIVO,INVERSIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS),AJUSTES POR INFLACION
125505,BONOS DE FINANCIAMIENTO ESPECIAL,1,12,1255,125505,ACTIVO,INVERSIONES,OBLIGATORIAS,BONOS DE FINANCIAMIENTO ESPECIAL
125510,BONOS DE FINANCIAMIENTO PRESUPUESTAL,1,12,1255,125510,ACTIVO,INVERSIONES,OBLIGATORIAS,BONOS DE FINANCIAMIENTO PRESUPUESTAL
125515,BONOS PARA DESARROLLO SOCIAL Y SEGURIDAD INTERNA (B.D.S.I.),1,12,1255,125515,ACTIVO,INVERSIONES,OBLIGATORIAS,BONOS PARA DESARROLLO SOCIAL Y SEGURIDAD INTERNA (B.D.S.I.)
125595,OTRAS,1,12,1255,125595,ACTIVO,INVERSIONES,OBLIGATORIAS,OTRAS
126099,AJUSTES POR INFLACION,1,12,1260,126099,ACTIVO,INVERSIONES,CUENTAS EN PARTICIPACION,AJUSTES POR INFLACION
129505,APORTES EN COOPERATIVAS,1,12,1295,129505,ACTIVO,INVERSIONES,OTRAS INVERSIONES,APORTES EN COOPERATIVAS
129510,DERECHOS EN CLUBES SOCIALES,1,12,1295,129510,ACTIVO,INVERSIONES,OTRAS INVERSIONES,DERECHOS EN CLUBES SOCIALES
129515,ACCIONES O DERECHOS EN CLUBES DEPORTIVOS,1,12,1295,129515,ACTIVO,INVERSIONES,OTRAS INVERSIONES,ACCIONES O DERECHOS EN CLUBES DEPORTIVOS
129520,BONOS EN COLEGIOS,1,12,1295,129520,ACTIVO,INVERSIONES,OTRAS INVERSIONES,BONOS EN COLEGIOS
129595,DIVERSAS,1,12,1295,129595,ACTIVO,INVERSIONES,OTRAS INVERSIONES,DIVERSAS
129599,AJUSTES POR INFLACION,1,12,1295,129599,ACTIVO,INVERSIONES,OTRAS INVERSIONES,AJUSTES POR INFLACION
129905,ACCIONES,1,12,1299,129905,ACTIVO,INVERSIONES,PROVISIONES,ACCIONES
129910,CUOTAS O PARTES DE INTERES SOCIAL,1,12,1299,129910,ACTIVO,INVERSIONES,PROVISIONES,CUOTAS O PARTES DE INTERES SOCIAL
129915,BONOS,1,12,1299,129915,ACTIVO,INVERSIONES,PROVISIONES,BONOS
129920,CEDULAS,1,12,1299,129920,ACTIVO,INVERSIONES,PROVISIONES,CEDULAS
129925,CERTIFICADOS,1,12,1299,129925,ACTIVO,INVERSIONES,PROVISIONES,CERTIFICADOS
129930,PAPELES COMERCIALES,1,12,1299,129930,ACTIVO,INVERSIONES,PROVISIONES,PAPELES COMERCIALES
129935,TITULOS,1,12,1299,129935,ACTIVO,INVERSIONES,PROVISIONES,TITULOS
129940,ACEPTACIONES BANCARIAS O FINANCIERAS,1,12,1299,129940,ACTIVO,INVERSIONES,PROVISIONES,ACEPTACIONES BANCARIAS O FINANCIERAS
129945,DERECHOS FIDUCIARIOS,1,12,1299,129945,ACTIVO,INVERSIONES,PROVISIONES,DERECHOS FIDUCIARIOS
129950,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS,1,12,1299,129950,ACTIVO,INVERSIONES,PROVISIONES,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS
129955,OBLIGATORIAS,1,12,1299,129955,ACTIVO,INVERSIONES,PROVISIONES,OBLIGATORIAS
129960,CUENTAS EN PARTICIPACION,1,12,1299,129960,ACTIVO,INVERSIONES,PROVISIONES,CUENTAS EN PARTICIPACION
129995,OTRAS INVERSIONES,1,12,1299,129995,ACTIVO,INVERSIONES,PROVISIONES,OTRAS INVERSIONES
130505,NACIONALES,1,13,1305,130505,ACTIVO,DEUDORES,CLIENTES,NACIONALES
130510,DEL EXTERIOR,1,13,1305,130510,ACTIVO,DEUDORES,CLIENTES,DEL EXTERIOR
130515,DEUDORES DEL SISTEMA,1,13,1305,130515,ACTIVO,DEUDORES,CLIENTES,DEUDORES DEL SISTEMA
131005,CASA MATRIZ,1,13,1310,131005,ACTIVO,DEUDORES,CUENTAS CORRIENTES COMERCIALES,CASA MATRIZ
131010,COMPAÑIAS VINCULADAS,1,13,1310,131010,ACTIVO,DEUDORES,CUENTAS CORRIENTES COMERCIALES,COMPAÑIAS VINCULADAS
131015,ACCIONISTAS O SOCIOS,1,13,1310,131015,ACTIVO,DEUDORES,CUENTAS CORRIENTES COMERCIALES,ACCIONISTAS O SOCIOS
131020,PARTICULARES,1,13,1310,131020,ACTIVO,DEUDORES,CUENTAS CORRIENTES COMERCIALES,PARTICULARES
131095,OTRAS,1,13,1310,131095,ACTIVO,DEUDORES,CUENTAS CORRIENTES COMERCIALES,OTRAS
131505,VENTAS,1,13,1315,131505,ACTIVO,DEUDORES,CUENTAS POR COBRAR A CASA MATRIZ,VENTAS
131510,PAGOS A NOMBRE DE CASA MATRIZ,1,13,1315,131510,ACTIVO,DEUDORES,CUENTAS POR COBRAR A CASA MATRIZ,PAGOS A NOMBRE DE CASA MATRIZ
131515,VALORES RECIBIDOS POR CASA MATRIZ,1,13,1315,131515,ACTIVO,DEUDORES,CUENTAS POR COBRAR A CASA MATRIZ,VALORES RECIBIDOS POR CASA MATRIZ
131520,PRESTAMOS,1,13,1315,131520,ACTIVO,DEUDORES,CUENTAS POR COBRAR A CASA MATRIZ,PRESTAMOS
132005,FILIALES,1,13,1320,132005,ACTIVO,DEUDORES,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS,FILIALES
132010,SUBSIDIARIAS,1,13,1320,132010,ACTIVO,DEUDORES,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS,SUBSIDIARIAS
132015,SUCURSALES,1,13,1320,132015,ACTIVO,DEUDORES,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS,SUCURSALES
132505,A SOCIOS,1,13,1325,132505,ACTIVO,DEUDORES,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS,A SOCIOS
132510,A ACCIONISTAS,1,13,1325,132510,ACTIVO,DEUDORES,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS,A ACCIONISTAS
133005,A PROVEEDORES,1,13,1330,133005,ACTIVO,DEUDORES,ANTICIPOS Y AVANCES,A PROVEEDORES
133010,A CONTRATISTAS,1,13,1330,133010,ACTIVO,DEUDORES,ANTICIPOS Y AVANCES,A CONTRATISTAS
133015,A TRABAJADORES,1,13,1330,133015,ACTIVO,DEUDORES,ANTICIPOS Y AVANCES,A TRABAJADORES
133020,A AGENTES,1,13,1330,133020,ACTIVO,DEUDORES,ANTICIPOS Y AVANCES,A AGENTES
133025,A CONCESIONARIOS,1,13,1330,133025,ACTIVO,DEUDORES,ANTICIPOS Y AVANCES,A CONCESIONARIOS
133030,DE ADJUDICACIONES,1,13,1330,133030,ACTIVO,DEUDORES,ANTICIPOS Y AVANCES,DE ADJUDICACIONES
133095,OTROS,1,13,1330,133095,ACTIVO,DEUDORES,ANTICIPOS Y AVANCES,OTROS
133505,PARA IMPORTACIONES,1,13,1335,133505,ACTIVO,DEUDORES,DEPOSITOS,PARA IMPORTACIONES
133510,PARA SERVICIOS,1,13,1335,133510,ACTIVO,DEUDORES,DEPOSITOS,PARA SERVICIOS
133515,PARA CONTRATOS,1,13,1335,133515,ACTIVO,DEUDORES,DEPOSITOS,PARA CONTRATOS
133520,PARA RESPONSABILIDADES,1,13,1335,133520,ACTIVO,DEUDORES,DEPOSITOS,PARA RESPONSABILIDADES
133525,PARA JUICIOS EJECUTIVOS,1,13,1335,133525,ACTIVO,DEUDORES,DEPOSITOS,PARA JUICIOS EJECUTIVOS
133530,"PARA ADQUISICION DE ACCIONES, CUOTAS O DERECHOS",1,13,1335,133530,ACTIVO,DEUDORES,DEPOSITOS,"PARA ADQUISICION DE ACCIONES, CUOTAS O DERECHOS"
133535,EN GARANTIA,1,13,1335,133535,ACTIVO,DEUDORES,DEPOSITOS,EN GARANTIA
133595,OTROS,1,13,1335,133595,ACTIVO,DEUDORES,DEPOSITOS,OTROS
134005,DE BIENES RAICES,1,13,1340,134005,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE BIENES RAICES
134010,DE MAQUINARIA Y EQUIPO,1,13,1340,134010,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE MAQUINARIA Y EQUIPO
134015,DE FLOTA Y EQUIPO DE TRANSPORTE,1,13,1340,134015,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE FLOTA Y EQUIPO DE TRANSPORTE
134020,DE FLOTA Y EQUIPO AEREO,1,13,1340,134020,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE FLOTA Y EQUIPO AEREO
134025,DE FLOTA Y EQUIPO FERREO,1,13,1340,134025,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE FLOTA Y EQUIPO FERREO
134030,DE FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,13,1340,134030,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO
134035,DE SEMOVIENTES,1,13,1340,134035,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE SEMOVIENTES
134095,DE OTROS BIENES,1,13,1340,134095,ACTIVO,DEUDORES,PROMESAS DE COMPRA VENTA,DE OTROS BIENES
134505,DIVIDENDOS Y/O PARTICIPACIONES,1,13,1345,134505,ACTIVO,DEUDORES,INGRESOS POR COBRAR,DIVIDENDOS Y/O PARTICIPACIONES
134510,INTERESES,1,13,1345,134510,ACTIVO,DEUDORES,INGRESOS POR COBRAR,INTERESES
134515,COMISIONES,1,13,1345,134515,ACTIVO,DEUDORES,INGRESOS POR COBRAR,COMISIONES
134520,HONORARIOS,1,13,1345,134520,ACTIVO,DEUDORES,INGRESOS POR COBRAR,HONORARIOS
134525,SERVICIOS,1,13,1345,134525,ACTIVO,DEUDORES,INGRESOS POR COBRAR,SERVICIOS
134530,ARRENDAMIENTOS,1,13,1345,134530,ACTIVO,DEUDORES,INGRESOS POR COBRAR,ARRENDAMIENTOS
134535,CERT POR COBRAR,1,13,1345,134535,ACTIVO,DEUDORES,INGRESOS POR COBRAR,CERT POR COBRAR
134595,OTROS,1,13,1345,134595,ACTIVO,DEUDORES,INGRESOS POR COBRAR,OTROS
135005,DE CONSTRUCCION,1,13,1350,135005,ACTIVO,DEUDORES,RETENCION SOBRE CONTRATOS,DE CONSTRUCCION
135010,DE PRESTACION DE SERVICIOS,1,13,1350,135010,ACTIVO,DEUDORES,RETENCION SOBRE CONTRATOS,DE PRESTACION DE SERVICIOS
135095,OTROS,1,13,1350,135095,ACTIVO,DEUDORES,RETENCION SOBRE CONTRATOS,OTROS
135505,ANTICIPO DE IMPUESTOS DE RENTA Y COMPLEMENTARIOS,1,13,1355,135505,ACTIVO,DEUDORES,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,ANTICIPO DE IMPUESTOS DE RENTA Y COMPLEMENTARIOS
135510,ANTICIPO DE IMPUESTOS DE INDUSTRIA Y COMERCIO,1,13,1355,135510,ACTIVO,DEUDORES,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,ANTICIPO DE IMPUESTOS DE INDUSTRIA Y COMERCIO
135515,RETENCION EN LA FUENTE,1,13,1355,135515,ACTIVO,DEUDORES,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,RETENCION EN LA FUENTE
135520,SOBRANTES EN LIQUIDACION PRIVADA DE IMPUESTOS,1,13,1355,135520,ACTIVO,DEUDORES,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,SOBRANTES EN LIQUIDACION PRIVADA DE IMPUESTOS
135525,CONTRIBUCIONES,1,13,1355,135525,ACTIVO,DEUDORES,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,CONTRIBUCIONES
135530,IMPUESTOS DESCONTABLES,1,13,1355,135530,ACTIVO,DEUDORES,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,IMPUESTOS DESCONTABLES
135595,OTROS,1,13,1355,135595,ACTIVO,DEUDORES,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,OTROS
136005,A COMPAÑIAS ASEGURADORAS,1,13,1360,136005,ACTIVO,DEUDORES,RECLAMACIONES,A COMPAÑIAS ASEGURADORAS
136010,A TRANSPORTADORES,1,13,1360,136010,ACTIVO,DEUDORES,RECLAMACIONES,A TRANSPORTADORES
136015,POR TIQUETES AEREOS,1,13,1360,136015,ACTIVO,DEUDORES,RECLAMACIONES,POR TIQUETES AEREOS
136095,OTRAS,1,13,1360,136095,ACTIVO,DEUDORES,RECLAMACIONES,OTRAS
136505,VIVIENDA,1,13,1365,136505,ACTIVO,DEUDORES,CUENTAS POR COBRAR A TRABAJADORES,VIVIENDA
136510,VEHICULOS,1,13,1365,136510,ACTIVO,DEUDORES,CUENTAS POR COBRAR A TRABAJADORES,VEHICULOS
136515,EDUCACION,1,13,1365,136515,ACTIVO,DEUDORES,CUENTAS POR COBRAR A TRABAJADORES,EDUCACION
136520,"MEDICOS, ODONTOLOGICOS Y SIMILARES",1,13,1365,136520,ACTIVO,DEUDORES,CUENTAS POR COBRAR A TRABAJADORES,"MEDICOS, ODONTOLOGICOS Y SIMILARES"
136525,CALAMIDAD DOMESTICA,1,13,1365,136525,ACTIVO,DEUDORES,CUENTAS POR COBRAR A TRABAJADORES,CALAMIDAD DOMESTICA
136530,RESPONSABILIDADES,1,13,1365,136530,ACTIVO,DEUDORES,CUENTAS POR COBRAR A TRABAJADORES,RESPONSABILIDADES
136595,OTROS,1,13,1365,136595,ACTIVO,DEUDORES,CUENTAS POR COBRAR A TRABAJADORES,OTROS
137005,CON GARANTIA REAL,1,13,1370,137005,ACTIVO,DEUDORES,PRESTAMOS A PARTICULARES,CON GARANTIA REAL
137010,CON GARANTIA PERSONAL,1,13,1370,137010,ACTIVO,DEUDORES,PRESTAMOS A PARTICULARES,CON GARANTIA PERSONAL
138005,DEPOSITARIOS,1,13,1380,138005,ACTIVO,DEUDORES,DEUDORES VARIOS,DEPOSITARIOS
138010,COMISIONISTAS DE BOLSAS,1,13,1380,138010,ACTIVO,DEUDORES,DEUDORES VARIOS,COMISIONISTAS DE BOLSAS
138015,FONDO DE INVERSION,1,13,1380,138015,ACTIVO,DEUDORES,DEUDORES VARIOS,FONDO DE INVERSION
138020,CUENTAS POR COBRAR DE TERCEROS,1,13,1380,138020,ACTIVO,DEUDORES,DEUDORES VARIOS,CUENTAS POR COBRAR DE TERCEROS
138025,PAGOS POR CUENTA DE TERCEROS,1,13,1380,138025,ACTIVO,DEUDORES,DEUDORES VARIOS,PAGOS POR CUENTA DE TERCEROS
138030,FONDOS DE INVERSION SOCIAL,1,13,1380,138030,ACTIVO,DEUDORES,DEUDORES VARIOS,FONDOS DE INVERSION SOCIAL
138095,OTROS,1,13,1380,138095,ACTIVO,DEUDORES,DEUDORES VARIOS,OTROS
139905,CLIENTES,1,13,1399,139905,ACTIVO,DEUDORES,PROVISIONES,CLIENTES
139910,CUENTAS CORRIENTES COMERCIALES,1,13,1399,139910,ACTIVO,DEUDORES,PROVISIONES,CUENTAS CORRIENTES COMERCIALES
139915,CUENTAS POR COBRAR A CASA MATRIZ,1,13,1399,139915,ACTIVO,DEUDORES,PROVISIONES,CUENTAS POR COBRAR A CASA MATRIZ
139920,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS,1,13,1399,139920,ACTIVO,DEUDORES,PROVISIONES,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS
139925,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS,1,13,1399,139925,ACTIVO,DEUDORES,PROVISIONES,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS
139930,ANTICIPOS Y AVANCES,1,13,1399,139930,ACTIVO,DEUDORES,PROVISIONES,ANTICIPOS Y AVANCES
139932,CUENTAS DE OPERACION CONJUNTA,1,13,1399,139932,ACTIVO,DEUDORES,PROVISIONES,CUENTAS DE OPERACION CONJUNTA
139935,DEPOSITOS,1,13,1399,139935,ACTIVO,DEUDORES,PROVISIONES,DEPOSITOS
139940,PROMESAS DE COMPRAVENTA,1,13,1399,139940,ACTIVO,DEUDORES,PROVISIONES,PROMESAS DE COMPRAVENTA
139945,INGRESOS POR COBRAR,1,13,1399,139945,ACTIVO,DEUDORES,PROVISIONES,INGRESOS POR COBRAR
139950,RETENCION SOBRE CONTRATOS,1,13,1399,139950,ACTIVO,DEUDORES,PROVISIONES,RETENCION SOBRE CONTRATOS
139955,RECLAMACIONES,1,13,1399,139955,ACTIVO,DEUDORES,PROVISIONES,RECLAMACIONES
139960,CUENTAS POR COBRAR A TRABAJADORES,1,13,1399,139960,ACTIVO,DEUDORES,PROVISIONES,CUENTAS POR COBRAR A TRABAJADORES
139965,PRESTAMOS A PARTICULARES,1,13,1399,139965,ACTIVO,DEUDORES,PROVISIONES,PRESTAMOS A PARTICULARES
139975,DEUDORES VARIOS,1,13,1399,139975,ACTIVO,DEUDORES,PROVISIONES,DEUDORES VARIOS
139980,DERECHOS DE RECOMPRA DE CARTERA NEGOCIADA,1,13,1399,139980,ACTIVO,DEUDORES,PROVISIONES,DERECHOS DE RECOMPRA DE CARTERA NEGOCIADA
140599,AJUSTES POR INFLACION,1,14,1405,140599,ACTIVO,INVENTARIOS,MATERIAS PRIMAS,AJUSTES POR INFLACION
141099,AJUSTES POR INFLACION,1,14,1410,141099,ACTIVO,INVENTARIOS,PRODUCTOS EN PROCESO,AJUSTES POR INFLACION
141599,AJUSTES POR INFLACION,1,14,1415,141599,ACTIVO,INVENTARIOS,OBRAS DE CONSTRUCCION EN CURSO,AJUSTES POR INFLACION
